"","value","L1"
"LHX4","LHX4",5
"LOC100129148","LOC100129148",5
"LOC100379224","LOC100379224",5
"LOC100996385","LOC100996385",5
"LOC101241902","LOC101241902",5
"LOC101927275","LOC101927275",5
"LOC101927901","LOC101927901",5
"LOC101928063","LOC101928063",5
"LOC101929767","LOC101929767",5
"LOC102723809","LOC102723809",5
"LOC102723885","LOC102723885",5
"LOC102724246","LOC102724246",5
"LOC646471","LOC646471",5
"LOC729732","LOC729732",5
"LRP11","LRP11",5
"LRRC37A2","LRRC37A2",5
"LRRC37A6P","LRRC37A6P",5
"LYG2","LYG2",5
"MARCH1","MARCH1",5
"MASP2","MASP2",5
"MCC","MCC",5
"MCM3AP-AS1","MCM3AP-AS1",5
"MCTP1","MCTP1",5
"MEGF11","MEGF11",5
"METTL25","METTL25",5
"MIR3661","MIR3661",5
"MIR635","MIR635",5
"MLLT10P1","MLLT10P1",5
"MMP19","MMP19",5
"MPL","MPL",5
"MROH6","MROH6",5
"MRS2","MRS2",5
"MSL1","MSL1",5
"MSTO1","MSTO1",5
"MYO19","MYO19",5
"MYO5B","MYO5B",5
"NDUFA2","NDUFA2",5
"NDUFAF2","NDUFAF2",5
"NFE2L3","NFE2L3",5
"NFYC","NFYC",5
"NR2C2","NR2C2",5
"NREP","NREP",5
"NT5C2","NT5C2",5
"NUDT13","NUDT13",5
"NUDT5","NUDT5",5
"OSGEPL1","OSGEPL1",5
"OXR1","OXR1",5
"PARD6G","PARD6G",5
"PCCA","PCCA",5
"PCGF3","PCGF3",5
"PCP4L1","PCP4L1",5
"PDE6C","PDE6C",5
"PDHX","PDHX",5
"PGM3","PGM3",5
"PIGZ","PIGZ",5
"PLEKHB1","PLEKHB1",5
"POLR2J4","POLR2J4",5
"PP7080","PP7080",5
"PPARA","PPARA",5
"PPM1N","PPM1N",5
"PPP1R3B","PPP1R3B",5
"PPWD1","PPWD1",5
"PRKX","PRKX",5
"PROX2","PROX2",5
"PRPF3","PRPF3",5
"PRPF38A","PRPF38A",5
"PSMD5","PSMD5",5
"PSMD7","PSMD7",5
"PTPN14","PTPN14",5
"PXK","PXK",5
"RAB11B-AS1","RAB11B-AS1",5
"RAD17","RAD17",5
"RASGEF1A","RASGEF1A",5
"RBM4B","RBM4B",5
"REEP5","REEP5",5
"REV3L","REV3L",5
"RHOQ","RHOQ",5
"RNF113A","RNF113A",5
"RNF139-AS1","RNF139-AS1",5
"RNF149","RNF149",5
"RNF224","RNF224",5
"RNF39","RNF39",5
"ROCK2","ROCK2",5
"RPRD1A","RPRD1A",5
"RPUSD3","RPUSD3",5
"RRP7A","RRP7A",5
"RUFY3","RUFY3",5
"RUSC1","RUSC1",5
"S100A1","S100A1",5
"SAFB","SAFB",5
"SBF1","SBF1",5
"SEC13","SEC13",5
"SENCR","SENCR",5
"SENP1","SENP1",5
"SIGLEC16","SIGLEC16",5
"SKIV2L","SKIV2L",5
"SLAMF1","SLAMF1",5
"SLC13A4","SLC13A4",5
"SLC25A25","SLC25A25",5
"SLC26A2","SLC26A2",5
"SLC48A1","SLC48A1",5
"SNRPD2","SNRPD2",5
"SNX21","SNX21",5
"SPAG4","SPAG4",5
"SPDYE5","SPDYE5",5
"SPRN","SPRN",5
"STX17","STX17",5
"TAC4","TAC4",5
"TACC1","TACC1",5
"TAF3","TAF3",5
"TBC1D8","TBC1D8",5
"TCF7L1","TCF7L1",5
"TFIP11","TFIP11",5
"TFPT","TFPT",5
"THADA","THADA",5
"TM6SF1","TM6SF1",5
"TMEM131","TMEM131",5
"TMEM139","TMEM139",5
"TMEM217","TMEM217",5
"TMEM221","TMEM221",5
"TMEM259","TMEM259",5
"TMEM263","TMEM263",5
"TMPRSS9","TMPRSS9",5
"TNFAIP8L1","TNFAIP8L1",5
"TNK1","TNK1",5
"TP53I3","TP53I3",5
"TRAF1","TRAF1",5
"TRIM7","TRIM7",5
"TSC1","TSC1",5
"TTPAL","TTPAL",5
"TUBB1","TUBB1",5
"TXLNA","TXLNA",5
"TYW1","TYW1",5
"UBE2E1","UBE2E1",5
"UBTF","UBTF",5
"UGDH-AS1","UGDH-AS1",5
"UHRF1","UHRF1",5
"USP34","USP34",5
"UTP14A","UTP14A",5
"UTP20","UTP20",5
"VN1R1","VN1R1",5
"VPRBP","VPRBP",5
"WARS2","WARS2",5
"WIPI1","WIPI1",5
"ZC3H8","ZC3H8",5
"ZFP69","ZFP69",5
"ZNF37BP","ZNF37BP",5
"ZNF407","ZNF407",5
"ZNF506","ZNF506",5
"ZNF544","ZNF544",5
"ZNF546","ZNF546",5
"ZNF552","ZNF552",5
"ZNF57","ZNF57",5
"ZNF646","ZNF646",5
"ZNF790","ZNF790",5
"ZNF805","ZNF805",5
"ZNF814","ZNF814",5
"ZNF83","ZNF83",5
"ZNF865","ZNF865",5
"ZNF878","ZNF878",5
"ZNHIT3","ZNHIT3",5
"ZSWIM7","ZSWIM7",5
"AAMP","AAMP",6
"ABHD12B","ABHD12B",6
"ABHD8","ABHD8",6
"ABI1","ABI1",6
"ABRACL","ABRACL",6
"ACAD8","ACAD8",6
"ACAP1","ACAP1",6
"ACOT2","ACOT2",6
"ACOT8","ACOT8",6
"ACP2","ACP2",6
"ADAMTS16","ADAMTS16",6
"ADORA2A-AS1","ADORA2A-AS1",6
"AGO4","AGO4",6
"AK8","AK8",6
"AKTIP","AKTIP",6
"ALDH1A3","ALDH1A3",6
"ALG1L9P","ALG1L9P",6
"AMIGO2","AMIGO2",6
"ANAPC1P1","ANAPC1P1",6
"ANGPT4","ANGPT4",6
"ANGPTL4","ANGPTL4",6
"ANKRD55","ANKRD55",6
"AP1M1","AP1M1",6
"AP3M1","AP3M1",6
"APOA2","APOA2",6
"ARHGAP31","ARHGAP31",6
"ARIH2","ARIH2",6
"ARNT","ARNT",6
"ARPC1B","ARPC1B",6
"ASCC1","ASCC1",6
"ASGR2","ASGR2",6
"ATF7IP","ATF7IP",6
"ATG13","ATG13",6
"ATG9B","ATG9B",6
"ATP10A","ATP10A",6
"ATP1B1","ATP1B1",6
"ATP5A1","ATP5A1",6
"ATP8B2","ATP8B2",6
"AUP1","AUP1",6
"B3GNT5","B3GNT5",6
"BAIAP2-AS1","BAIAP2-AS1",6
"BBS1","BBS1",6
"BCL2","BCL2",6
"BCL2L12","BCL2L12",6
"BCL9L","BCL9L",6
"BRD3","BRD3",6
"BRMS1","BRMS1",6
"BZRAP1","BZRAP1",6
"C10orf10","C10orf10",6
"C10orf105","C10orf105",6
"C10orf95","C10orf95",6
"C11orf21","C11orf21",6
"C11orf54","C11orf54",6
"C12orf57","C12orf57",6
"C15orf57","C15orf57",6
"C3orf18","C3orf18",6
"C6orf106","C6orf106",6
"C6orf201","C6orf201",6
"C8orf59","C8orf59",6
"CA6","CA6",6
"CABYR","CABYR",6
"CARD11","CARD11",6
"CASP6","CASP6",6
"CASQ1","CASQ1",6
"CBR3","CBR3",6
"CBX4","CBX4",6
"CC2D1B","CC2D1B",6
"CCDC86","CCDC86",6
"CCNA2","CCNA2",6
"CCR7","CCR7",6
"CCT5","CCT5",6
"CD247","CD247",6
"CD27-AS1","CD27-AS1",6
"CD300A","CD300A",6
"CD79A","CD79A",6
"CDH23","CDH23",6
"CECR1","CECR1",6
"CELA2B","CELA2B",6
"CHEK1","CHEK1",6
"CHERP","CHERP",6
"CHST11","CHST11",6
"CIZ1","CIZ1",6
"CLCN3","CLCN3",6
"CLEC1B","CLEC1B",6
"CLNS1A","CLNS1A",6
"CLPTM1","CLPTM1",6
"CNKSR2","CNKSR2",6
"COL18A1","COL18A1",6
"CRTAC1","CRTAC1",6
"CTBP2","CTBP2",6
"CTSD","CTSD",6
"CTU2","CTU2",6
"CXCR2P1","CXCR2P1",6
"CYGB","CYGB",6
"CYTIP","CYTIP",6
"DCAF8","DCAF8",6
"DCBLD2","DCBLD2",6
"DDHD2","DDHD2",6
"DDX11L5","DDX11L5",6
"DENND1C","DENND1C",6
"DENND4B","DENND4B",6
"DENND4C","DENND4C",6
"DERL1","DERL1",6
"DGKE","DGKE",6
"DHX57","DHX57",6
"DIP2A","DIP2A",6
"DLEC1","DLEC1",6
"DMXL2","DMXL2",6
"DNAH11","DNAH11",6
"DNAJC16","DNAJC16",6
"DNAJC2","DNAJC2",6
"DNAJC24","DNAJC24",6
"DNMT3L","DNMT3L",6
"DOC2A","DOC2A",6
"DRAP1","DRAP1",6
"EHHADH-AS1","EHHADH-AS1",6
"EIF2B1","EIF2B1",6
"ELMO2","ELMO2",6
"EMC3-AS1","EMC3-AS1",6
"EMG1","EMG1",6
"EPB41L4A","EPB41L4A",6
"ERCC6L2","ERCC6L2",6
"ERICH1","ERICH1",6
"ERICH6","ERICH6",6
"ERLIN2","ERLIN2",6
"ESYT1","ESYT1",6
"EXOSC4","EXOSC4",6
"EXOSC8","EXOSC8",6
"EXOSC9","EXOSC9",6
"FABP3","FABP3",6
"FAM111A","FAM111A",6
"FAM151A","FAM151A",6
"FAM166B","FAM166B",6
"FAM169A","FAM169A",6
"FAM219B","FAM219B",6
"FAM229B","FAM229B",6
"FAM69B","FAM69B",6
"FAM83G","FAM83G",6
"FANCF","FANCF",6
"FAS-AS1","FAS-AS1",6
"FBXO24","FBXO24",6
"FBXO44","FBXO44",6
"FGFBP3","FGFBP3",6
"FGFR1OP2","FGFR1OP2",6
"FGR","FGR",6
"FKBP15","FKBP15",6
"FLJ27354","FLJ27354",6
"FOXJ3","FOXJ3",6
"FTL","FTL",6
"FUT8","FUT8",6
"FUZ","FUZ",6
"GCH1","GCH1",6
"GCSAM","GCSAM",6
"GEMIN8P4","GEMIN8P4",6
"GLT8D2","GLT8D2",6
"GPBP1","GPBP1",6
"GPHN","GPHN",6
"GPR62","GPR62",6
"GPS1","GPS1",6
"GPSM3","GPSM3",6
"GRIP2","GRIP2",6
"GRSF1","GRSF1",6
"GUF1","GUF1",6
"HCN2","HCN2",6
"HDAC10","HDAC10",6
"HDGFRP3","HDGFRP3",6
"HIVEP2","HIVEP2",6
"HMGXB3","HMGXB3",6
"HNRNPL","HNRNPL",6
"HNRNPU-AS1","HNRNPU-AS1",6
"IFNAR2","IFNAR2",6
"IL10RB-AS1","IL10RB-AS1",6
"IL24","IL24",6
"IL7","IL7",6
"ILF3-AS1","ILF3-AS1",6
"ILK","ILK",6
"ITGA6","ITGA6",6
"ITGAX","ITGAX",6
"JAK2","JAK2",6
"JMJD4","JMJD4",6
"KANK3","KANK3",6
"KCNQ1OT1","KCNQ1OT1",6
"KCTD9","KCTD9",6
"KDM1B","KDM1B",6
"KIAA2018","KIAA2018",6
"KREMEN2","KREMEN2",6
"KRT73","KRT73",6
"LANCL2","LANCL2",6
"LEF1-AS1","LEF1-AS1",6
"LENG8","LENG8",6
"LIMK2","LIMK2",6
"LINC00324","LINC00324",6
"LINC01138","LINC01138",6
"LITAF","LITAF",6
"LOC100131635","LOC100131635",6
"LOC100132215","LOC100132215",6
"LOC100272216","LOC100272216",6
"LOC100506178","LOC100506178",6
"LOC100506603","LOC100506603",6
"LOC100506985","LOC100506985",6
"LOC100507547","LOC100507547",6
"LOC100652768","LOC100652768",6
"LOC101927053","LOC101927053",6
"LOC101927204","LOC101927204",6
"LOC101927437","LOC101927437",6
"LOC101927698","LOC101927698",6
"LOC101928571","LOC101928571",6
"LOC101928988","LOC101928988",6
"LOC101929125","LOC101929125",6
"LOC101929657","LOC101929657",6
"LOC102724020","LOC102724020",6
"LOC115110","LOC115110",6
"LOC150776","LOC150776",6
"LOC285819","LOC285819",6
"LOC344967","LOC344967",6
"LOC401052","LOC401052",6
"LOC554223","LOC554223",6
"LOC648987","LOC648987",6
"LOC653712","LOC653712",6
"LPIN2","LPIN2",6
"LRCH4","LRCH4",6
"LRRC27","LRRC27",6
"LRRC74","LRRC74",6
"LRRC8C","LRRC8C",6
"LRRK2","LRRK2",6
"LSMEM2","LSMEM2",6
"MAL","MAL",6
"MAP2K1","MAP2K1",6
"MAP3K12","MAP3K12",6
"MAPK12","MAPK12",6
"MARK2","MARK2",6
"MATN1","MATN1",6
"MBD5","MBD5",6
"MED16","MED16",6
"METAP2","METAP2",6
"MFSD10","MFSD10",6
"MFSD8","MFSD8",6
"MID1IP1","MID1IP1",6
"MIEF1","MIEF1",6
"MIR3190","MIR3190",6
"MIR373","MIR373",6
"MIR4271","MIR4271",6
"MIR4740","MIR4740",6
"MKNK1-AS1","MKNK1-AS1",6
"MNS1","MNS1",6
"MPRIP","MPRIP",6
"MRAP","MRAP",6
"MRPL16","MRPL16",6
"MRPL47","MRPL47",6
"MRPL53","MRPL53",6
"MSC","MSC",6
"MTF1","MTF1",6
"MYL5","MYL5",6
"MYNN","MYNN",6
"MYO1G","MYO1G",6
"NAA15","NAA15",6
"NCF2","NCF2",6
"NCKAP1L","NCKAP1L",6
"NDUFS2","NDUFS2",6
"NFKB1","NFKB1",6
"NOL4L","NOL4L",6
"NOL7","NOL7",6
"NOS3","NOS3",6
"NOSIP","NOSIP",6
"NPEPPS","NPEPPS",6
"NR3C1","NR3C1",6
"NUP50","NUP50",6
"OAZ1","OAZ1",6
"OIP5","OIP5",6
"OPN1SW","OPN1SW",6
"ORC2","ORC2",6
"OS9","OS9",6
"OSBPL10","OSBPL10",6
"OSBPL9","OSBPL9",6
"OST4","OST4",6
"P4HTM","P4HTM",6
"PACSIN2","PACSIN2",6
"PARP12","PARP12",6
"PAX5","PAX5",6
"PDCD4-AS1","PDCD4-AS1",6
"PDIA4","PDIA4",6
"PIK3CD","PIK3CD",6
"PITPNA","PITPNA",6
"PLEC","PLEC",6
"PLEK","PLEK",6
"PLOD3","PLOD3",6
"PNMAL2","PNMAL2",6
"PNOC","PNOC",6
"POLA2","POLA2",6
"POLR1B","POLR1B",6
"POLR2A","POLR2A",6
"POLR2J","POLR2J",6
"POU2F2","POU2F2",6
"PPFIA4","PPFIA4",6
"PPIB","PPIB",6
"PPP1R9B","PPP1R9B",6
"PQBP1","PQBP1",6
"PRDM8","PRDM8",6
"PRDX1","PRDX1",6
"PRELID1","PRELID1",6
"PRKAG3","PRKAG3",6
"PRKCZ","PRKCZ",6
"PSMB5","PSMB5",6
"PSMD2","PSMD2",6
"PSPC1","PSPC1",6
"PTCH1","PTCH1",6
"PTPRB","PTPRB",6
"PYCARD","PYCARD",6
"PYGO2","PYGO2",6
"RAC1","RAC1",6
"RAD54L","RAD54L",6
"RAP2C-AS1","RAP2C-AS1",6
"RARRES3","RARRES3",6
"RDH12","RDH12",6
"REPIN1","REPIN1",6
"RFC2","RFC2",6
"RIOK2","RIOK2",6
"RNF157","RNF157",6
"RNF157-AS1","RNF157-AS1",6
"RNF175","RNF175",6
"RNF207","RNF207",6
"RPL14","RPL14",6
"RPL19","RPL19",6
"RPL31","RPL31",6
"RPL36A","RPL36A",6
"RPL5","RPL5",6
"RPN1","RPN1",6
"RPS15","RPS15",6
"RRP1","RRP1",6
"RSBN1L","RSBN1L",6
"SEC16A","SEC16A",6
"SEPP1","SEPP1",6
"SEPT8","SEPT8",6
"SESN3","SESN3",6
"SETD1B","SETD1B",6
"SH3BGRL3","SH3BGRL3",6
"SH3BP1","SH3BP1",6
"SHC1","SHC1",6
"SLA","SLA",6
"SLAIN2","SLAIN2",6
"SLC13A5","SLC13A5",6
"SLC22A4","SLC22A4",6
"SLC25A26","SLC25A26",6
"SLC26A8","SLC26A8",6
"SLC2A11","SLC2A11",6
"SLC35A4","SLC35A4",6
"SLC35B1","SLC35B1",6
"SLC5A5","SLC5A5",6
"SLC6A8","SLC6A8",6
"SMARCA4","SMARCA4",6
"SMG6","SMG6",6
"SMIM22","SMIM22",6
"SNAI3-AS1","SNAI3-AS1",6
"SNRPA","SNRPA",6
"SPAG5-AS1","SPAG5-AS1",6
"SPATA3-AS1","SPATA3-AS1",6
"SPN","SPN",6
"SPNS3","SPNS3",6
"SRPR","SRPR",6
"SRR","SRR",6
"SRRM2-AS1","SRRM2-AS1",6
"SRSF8","SRSF8",6
"ST6GALNAC2","ST6GALNAC2",6
"STAB1","STAB1",6
"STAT2","STAT2",6
"STK35","STK35",6
"STX18","STX18",6
"STX3","STX3",6
"STXBP2","STXBP2",6
"STXBP5","STXBP5",6
"SULT2B1","SULT2B1",6
"SVILP1","SVILP1",6
"SWSAP1","SWSAP1",6
"SYK","SYK",6
"TATDN1","TATDN1",6
"TBC1D17","TBC1D17",6
"TBXAS1","TBXAS1",6
"TCEB3","TCEB3",6
"TET2","TET2",6
"THAP7-AS1","THAP7-AS1",6
"THEMIS2","THEMIS2",6
"TINF2","TINF2",6
"TM9SF4","TM9SF4",6
"TMA16","TMA16",6
"TMCO4","TMCO4",6
"TMEM170B","TMEM170B",6
"TMEM205","TMEM205",6
"TMEM79","TMEM79",6
"TNFRSF8","TNFRSF8",6
"TONSL","TONSL",6
"TOP3A","TOP3A",6
"TOR3A","TOR3A",6
"TRAPPC2","TRAPPC2",6
"TREML4","TREML4",6
"TRIM13","TRIM13",6
"TRIM46","TRIM46",6
"TSPAN14","TSPAN14",6
"TSPAN18","TSPAN18",6
"TSPYL1","TSPYL1",6
"TTC23","TTC23",6
"TUBA1A","TUBA1A",6
"TUBA3FP","TUBA3FP",6
"TUBGCP6","TUBGCP6",6
"TYMP","TYMP",6
"UBALD2","UBALD2",6
"UBE2A","UBE2A",6
"UGP2","UGP2",6
"UNC5A","UNC5A",6
"URAHP","URAHP",6
"USP3-AS1","USP3-AS1",6
"USP35","USP35",6
"USP50","USP50",6
"USP51","USP51",6
"USP6","USP6",6
"USP8","USP8",6
"VPS13B","VPS13B",6
"VPS45","VPS45",6
"VPS4A","VPS4A",6
"VTI1A","VTI1A",6
"WARS","WARS",6
"WBP1L","WBP1L",6
"WDR91","WDR91",6
"XYLT1","XYLT1",6
"YARS2","YARS2",6
"ZCWPW1","ZCWPW1",6
"ZER1","ZER1",6
"ZFP3","ZFP3",6
"ZMYM6","ZMYM6",6
"ZMYND10","ZMYND10",6
"ZNF132","ZNF132",6
"ZNF232","ZNF232",6
"ZNF276","ZNF276",6
"ZNF32-AS2","ZNF32-AS2",6
"ZNF333","ZNF333",6
"ZNF507","ZNF507",6
"ZNF764","ZNF764",6
"ZNF790-AS1","ZNF790-AS1",6
"ZNRD1","ZNRD1",6
"ZNRF1","ZNRF1",6
"ZRANB1","ZRANB1",6
"ZRSR2","ZRSR2",6
"ZSCAN21","ZSCAN21",6
"AANAT","AANAT",7
"ADAM8","ADAM8",7
"ADAMTSL4","ADAMTSL4",7
"ADD1","ADD1",7
"ALKBH5","ALKBH5",7
"ALPK2","ALPK2",7
"ANGPT2","ANGPT2",7
"ARID4A","ARID4A",7
"ARL17A","ARL17A",7
"ARL3","ARL3",7
"ATG16L2","ATG16L2",7
"AZI2","AZI2",7
"BCDIN3D-AS1","BCDIN3D-AS1",7
"BRAT1","BRAT1",7
"C10orf25","C10orf25",7
"C17orf77","C17orf77",7
"C1orf56","C1orf56",7
"C6orf25","C6orf25",7
"C7orf43","C7orf43",7
"CAMKK2","CAMKK2",7
"CARKD","CARKD",7
"CCDC12","CCDC12",7
"CCDC167","CCDC167",7
"CCDC22","CCDC22",7
"CCR9","CCR9",7
"CCT7","CCT7",7
"CDK10","CDK10",7
"CDK12","CDK12",7
"CEP83","CEP83",7
"CEP85","CEP85",7
"CHADL","CHADL",7
"CHD1","CHD1",7
"CHPF2","CHPF2",7
"CSF1R","CSF1R",7
"CSNK1D","CSNK1D",7
"CSPG4","CSPG4",7
"DAK","DAK",7
"DDX26B-AS1","DDX26B-AS1",7
"DEXI","DEXI",7
"DKC1","DKC1",7
"DNMT1","DNMT1",7
"DPYD-AS2","DPYD-AS2",7
"EFEMP2","EFEMP2",7
"ENTPD4","ENTPD4",7
"EPHA1","EPHA1",7
"ERI2","ERI2",7
"ERMP1","ERMP1",7
"ESAM","ESAM",7
"EVI2B","EVI2B",7
"FAM118B","FAM118B",7
"FAM178A","FAM178A",7
"FBXW7","FBXW7",7
"FLJ10038","FLJ10038",7
"FLJ32255","FLJ32255",7
"G3BP2","G3BP2",7
"GAS5-AS1","GAS5-AS1",7
"GBP4","GBP4",7
"GDI2","GDI2",7
"GLI1","GLI1",7
"GMPPB","GMPPB",7
"GTF3C2","GTF3C2",7
"HIF1A-AS2","HIF1A-AS2",7
"HIGD2A","HIGD2A",7
"HMGCR","HMGCR",7
"HSPA12B","HSPA12B",7
"IDH2","IDH2",7
"IGSF22","IGSF22",7
"JARID2-AS1","JARID2-AS1",7
"JOSD1","JOSD1",7
"KAT6A","KAT6A",7
"KIAA0125","KIAA0125",7
"KIAA1614","KIAA1614",7
"KIAA1731","KIAA1731",7
"LAMP5-AS1","LAMP5-AS1",7
"LIMD1","LIMD1",7
"LINC00894","LINC00894",7
"LMOD2","LMOD2",7
"LOC100130357","LOC100130357",7
"LOC100294362","LOC100294362",7
"LOC100507577","LOC100507577",7
"LOC101927550","LOC101927550",7
"LOC148696","LOC148696",7
"LOC283038","LOC283038",7
"LOC284837","LOC284837",7
"LOXL3","LOXL3",7
"LOXL4","LOXL4",7
"LPP-AS2","LPP-AS2",7
"LRPAP1","LRPAP1",7
"LRRC75A","LRRC75A",7
"LTBP2","LTBP2",7
"MAP3K1","MAP3K1",7
"MAP3K7CL","MAP3K7CL",7
"MAPK7","MAPK7",7
"MARS","MARS",7
"MED8","MED8",7
"MFAP4","MFAP4",7
"MINK1","MINK1",7
"MIR199A1","MIR199A1",7
"MIR4257","MIR4257",7
"MIR6069","MIR6069",7
"MNT","MNT",7
"MSH6","MSH6",7
"MTMR7","MTMR7",7
"MTRNR2L8","MTRNR2L8",7
"MYO1F","MYO1F",7
"NAA25","NAA25",7
"NAMPT","NAMPT",7
"NEFH","NEFH",7
"NFKBIZ","NFKBIZ",7
"NODAL","NODAL",7
"NUBP1","NUBP1",7
"OGFR-AS1","OGFR-AS1",7
"OTUB1","OTUB1",7
"P2RX4","P2RX4",7
"PDZD7","PDZD7",7
"PELI3","PELI3",7
"PFDN6","PFDN6",7
"PGAP2","PGAP2",7
"PHF19","PHF19",7
"PHKG1","PHKG1",7
"PI4K2A","PI4K2A",7
"POLM","POLM",7
"PPP1R35","PPP1R35",7
"PPP6R1","PPP6R1",7
"PQLC2","PQLC2",7
"PRCC","PRCC",7
"PSD","PSD",7
"PSKH1","PSKH1",7
"PSMA7","PSMA7",7
"PSMC5","PSMC5",7
"PTPLAD2","PTPLAD2",7
"RAD23A","RAD23A",7
"RECQL","RECQL",7
"RNF139","RNF139",7
"RNF213","RNF213",7
"RPA3","RPA3",7
"RPL13","RPL13",7
"RPL27","RPL27",7
"SAP30L-AS1","SAP30L-AS1",7
"SETD8","SETD8",7
"SETDB1","SETDB1",7
"SGOL1-AS1","SGOL1-AS1",7
"SHC3","SHC3",7
"SLC3A1","SLC3A1",7
"SLC7A6","SLC7A6",7
"SLK","SLK",7
"SMU1","SMU1",7
"SNX32","SNX32",7
"SPDYA","SPDYA",7
"SRSF9","SRSF9",7
"SSB","SSB",7
"STARD5","STARD5",7
"STX4","STX4",7
"SUSD5","SUSD5",7
"TADA1","TADA1",7
"TAF11","TAF11",7
"TAF9B","TAF9B",7
"TANC2","TANC2",7
"TAS1R1","TAS1R1",7
"TCOF1","TCOF1",7
"TCTEX1D4","TCTEX1D4",7
"TGM4","TGM4",7
"TK1","TK1",7
"TMCO6","TMCO6",7
"TMEM127","TMEM127",7
"TMEM200B","TMEM200B",7
"TMEM218","TMEM218",7
"TNPO3","TNPO3",7
"TRIM38","TRIM38",7
"TSPAN5","TSPAN5",7
"UBAP2","UBAP2",7
"UBASH3B","UBASH3B",7
"UBE2R2","UBE2R2",7
"VASH1","VASH1",7
"VAT1","VAT1",7
"WDR38","WDR38",7
"WDR54","WDR54",7
"XRCC6","XRCC6",7
"XYLT2","XYLT2",7
"ZMYND11","ZMYND11",7
"ZNF146","ZNF146",7
"ZNF32-AS1","ZNF32-AS1",7
"ZNF33B","ZNF33B",7
"ZNF517","ZNF517",7
"ZNF526","ZNF526",7
"ZNF692","ZNF692",7
"ZNF7","ZNF7",7
"AATF","AATF",8
"ABHD2","ABHD2",8
"ACTR3","ACTR3",8
"ADAR","ADAR",8
"ADD3","ADD3",8
"ADIPOR2","ADIPOR2",8
"ADORA2B","ADORA2B",8
"ADPRM","ADPRM",8
"ADRBK1","ADRBK1",8
"AFTPH","AFTPH",8
"AGER","AGER",8
"AGO1","AGO1",8
"AGTPBP1","AGTPBP1",8
"AHNAK","AHNAK",8
"AK2","AK2",8
"AKAP8L","AKAP8L",8
"ALDH9A1","ALDH9A1",8
"AMICA1","AMICA1",8
"ANP32B","ANP32B",8
"ANP32C","ANP32C",8
"ANP32E","ANP32E",8
"ANTXR2","ANTXR2",8
"API5","API5",8
"APLP2","APLP2",8
"APOL3","APOL3",8
"ARGLU1","ARGLU1",8
"ARHGAP26","ARHGAP26",8
"ARHGAP30","ARHGAP30",8
"ARHGDIA","ARHGDIA",8
"ARHGEF2","ARHGEF2",8
"ARHGEF40","ARHGEF40",8
"ARHGEF6","ARHGEF6",8
"ARID4B","ARID4B",8
"ARPC5","ARPC5",8
"ATP2B4","ATP2B4",8
"ATP6AP2","ATP6AP2",8
"ATRX","ATRX",8
"ATXN1L","ATXN1L",8
"AZIN1","AZIN1",8
"B2M","B2M",8
"BAG6","BAG6",8
"BAZ1B","BAZ1B",8
"BCL11B","BCL11B",8
"BCLAF1","BCLAF1",8
"BDP1","BDP1",8
"BIN2","BIN2",8
"BIRC3","BIRC3",8
"BMP2K","BMP2K",8
"BOD1L1","BOD1L1",8
"BPTF","BPTF",8
"BRK1","BRK1",8
"BTF3","BTF3",8
"BTG1","BTG1",8
"BTG2","BTG2",8
"BTK","BTK",8
"BTN3A1","BTN3A1",8
"BTN3A2","BTN3A2",8
"BTN3A3","BTN3A3",8
"C11orf58","C11orf58",8
"C12orf10","C12orf10",8
"C22orf46","C22orf46",8
"C2CD5","C2CD5",8
"C4orf3","C4orf3",8
"C9orf78","C9orf78",8
"CALM1","CALM1",8
"CALM2","CALM2",8
"CALR","CALR",8
"CARD8","CARD8",8
"CBL","CBL",8
"CBX3","CBX3",8
"CCAR1","CCAR1",8
"CCDC47","CCDC47",8
"CCDC82","CCDC82",8
"CCNY","CCNY",8
"CCT6A","CCT6A",8
"CD14","CD14",8
"CD164","CD164",8
"CD28","CD28",8
"CD3E","CD3E",8
"CD47","CD47",8
"CD53","CD53",8
"CDAN1","CDAN1",8
"CDC37","CDC37",8
"CDC5L","CDC5L",8
"CDKN1B","CDKN1B",8
"CENPB","CENPB",8
"CEP85L","CEP85L",8
"CHD2","CHD2",8
"CHD3","CHD3",8
"CHD4","CHD4",8
"CHMP1B","CHMP1B",8
"CHORDC1","CHORDC1",8
"CMPK1","CMPK1",8
"CNBP","CNBP",8
"CNPPD1","CNPPD1",8
"CREBRF","CREBRF",8
"CSDE1","CSDE1",8
"CSGALNACT2","CSGALNACT2",8
"CSNK1A1","CSNK1A1",8
"CSNK2A3","CSNK2A3",8
"CTCF","CTCF",8
"CTR9","CTR9",8
"CTSC","CTSC",8
